album,album_type,album_popularity,artists,disc_number,duration_ms,explicit,id,name,popularity,track_number,release_date,genres,stream_counts
VIETNAMESE CONCERT THE ALBUM,album,31,['Hoàng Thùy Linh'],1,264719,False,2pKJ00VWLVEjxEtRVjL5n1,Bánh Trôi Nước - Vietnamese Concert Edition,17,13,2024-11-01,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vinahouse']",20058.0
VIETNAMESE CONCERT THE ALBUM,album,31,['Hoàng Thùy Linh'],1,223007,False,2jlEf3T9s9gUEQ8Fkks00G,Để Mị Nói Cho Mà Nghe - Vietnamese Concert Edition,17,17,2024-11-01,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vinahouse']",22418.0
VIETNAMESE CONCERT THE ALBUM,album,31,"['Hoàng Thùy Linh', 'Thanh Lam', 'Tùng Dương']",1,358597,False,7tnR7S36uvD89qfjMDQwDv,Tứ Phủ x Đánh Đố (feat. Thanh Lam & Tùng Dương) - Vietnamese Concert Edition,17,14,2024-11-01,"['vinahouse', 'vietnam indie', 'v-pop', 'vietnamese hip hop', 'vietnamese bolero']",20175.0
VIETNAMESE CONCERT THE ALBUM,album,31,"['Hoàng Thùy Linh', 'HCMC Conservatory Symphony Orchestra', 'HCMC Traditional Orchestra']",1,196000,False,5tX8ksuFD9w1MuSPjtkbse,Dẫn Lối - Vietnamese Concert Edition,17,8,2024-11-01,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vinahouse']",19647.0
VIETNAMESE CONCERT THE ALBUM,album,31,['Hoàng Thùy Linh'],1,196500,False,3WGDONunaQF3ai5xxRUpYN,See Tình - Vietnamese Concert Edition,18,19,2024-11-01,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vinahouse']",19232.0
3 (tuyển tập nhạc Ngọt mới trẻ sôi động 2019),album,49,['Ngọt'],1,222846,False,0AJi38NumMDXqo8pRw6zdh,LẦN CUỐI (đi bên em xót xa người ơi),53,12,2019-06-10,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",22652040.0
Gieo,album,51,"['Ngọt', 'Mạc Mai Sương']",1,202166,False,6Wi18yv3aoO0ZF4uulguof,Đá tan,52,8,2022-11-25,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",12192725.0
Gieo,album,51,['Ngọt'],1,271923,False,1eXc2ZMStMsQ5cuUrFCnlO,Mất Tích,49,11,2022-11-25,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",5109677.0
Gieo,album,51,['Ngọt'],1,232204,False,4r7hIDwLsasMfj6nk2Wrib,Thấy Chưa,48,7,2022-11-25,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",11335268.0
để quên,single,38,['Ngọt'],1,170666,False,4rPrBNnDgdZpS5gosHv0yr,để quên,48,1,2021-04-21,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",11773205.0
Ng'bthg,album,45,['Ngọt'],1,201828,False,3r0ITWT6gqPHhVjwRsMu5d,Em Dạo Này,47,7,2018-01-01,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",10790411.0
Ng'bthg,album,45,['Ngọt'],1,190600,False,54w3CUwFmj02KNZMuK1Cwn,Cho,45,2,2018-01-01,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",5681218.0
Suýt 1,single,42,['Ngọt'],1,211777,False,3vWCRttEOSRmXZs8jfAPSX,01 Chuyện Dở Dang,45,1,2024-02-23,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",3318676.0
Gieo,album,51,['Ngọt'],1,165868,False,2dXH1lY55KCIvvrA6tVG3A,Em Trang Trí,44,3,2022-11-25,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",6292625.0
Đốt,single,33,['Ngọt'],1,235602,False,7zoC3uP4Ngs3bLFrEobSTl,Đốt,43,1,2021-02-06,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",4628971.0
3 (tuyển tập nhạc Ngọt mới trẻ sôi động 2019),album,49,['Ngọt'],1,273806,False,2nATvj5kfqy5r6RjgJ53JK,CHUYỂN KÊNH (sản phẩm này không phải là thuốc),42,7,2019-06-10,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",4844255.0
Ngọt,album,40,['Ngọt'],1,178015,False,2IvyXFG2voYy8AFLDCIs2h,Cho Tôi Đi Theo,42,2,2016-03-16,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",3660637.0
Suýt 1,single,42,"['Ngọt', 'Thỏ Trauma']",1,177119,False,7Ebm9NxzNhUX2FxzBl1kwm,02 Mơ Làm Ma,42,2,2024-02-23,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",2432080.0
Gieo,album,51,['Ngọt'],1,177050,False,1gWYdMleZCQUUPSDL8uumT,Mấy Khi,42,2,2022-11-25,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",4321338.0
Suýt 1,single,42,['Ngọt'],1,202445,False,6yLbighkE0kn1OH9zd4aBi,03 Hay Là,41,3,2024-02-23,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",1980457.0
Suýt 2,single,37,['Ngọt'],1,196620,False,3kwb99PcsCYFYcFB0jTr1a,09 Chuyện Thường,41,4,2024-08-30,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",1084685.0
3 (tuyển tập nhạc Ngọt mới trẻ sôi động 2019),album,49,['Ngọt'],1,278779,False,3YEPCntjHsvzLov9l2FVqS,HẾT THỜI,40,8,2019-06-10,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",3168429.0
Suýt 2,single,37,['Ngọt'],1,247784,False,24YjMHwrN1di1vXrpj4z3C,06 Quen Lắm,40,1,2024-08-30,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",1200344.0
Gieo,album,51,['Ngọt'],1,213667,False,0uRpE3YtszcI37nUSBusmq,Điểm Đến Cuối Cùng,40,4,2022-11-25,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",2341408.0
Ng'bthg,album,45,['Ngọt'],1,234618,False,3VFL56IFaMTlKWYIHNx089,Kẻ Thù,39,4,2018-01-01,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",2124062.0
Ngọt,album,40,['Ngọt'],1,294208,False,7vyRxHk6QcuvexB9vXmhlV,Xanh,39,5,2016-03-16,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",3088257.0
3 (tuyển tập nhạc Ngọt mới trẻ sôi động 2019),album,49,['Ngọt'],1,392673,False,41yXHyVw3iPQd9F4RXDR8y,NỨT (đôi chân đôi tay đôi mắt trái tim),38,13,2019-06-10,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",2703300.0
Suýt 1,single,42,"['Ngọt', 'Quyền Thiện Đắc']",1,228705,False,6e7oHe23DEca4sEOgu5bPd,04 Thắp Hương 05 Hoá Vàng,38,4,2024-02-23,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",1296492.0
3 (tuyển tập nhạc Ngọt mới trẻ sôi động 2019),album,49,['Ngọt'],1,275713,False,31ueUFld6MiKi3gsCmCOEs,EM CÓ CHẮC KHÔNG (?) (bài ca rebound),38,3,2019-06-10,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",2706788.0
Gieo,album,51,['Ngọt'],1,268845,False,1UDAnignfiklanSQ6MfPUE,Bạn thỏ tivi nhỏ,38,1,2022-11-25,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",1547893.0
3 (tuyển tập nhạc Ngọt mới trẻ sôi động 2019),album,49,['Ngọt'],1,178446,False,0HM1TvJELK3ZJuG5owZY7T,GIẢ VỜ,38,4,2019-06-10,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",3725079.0
Thấy Chưa,single,27,['Ngọt'],1,234399,False,4CjJf5bzvv5ZuLf2FJqlWY,Thấy Chưa,37,1,2022-08-31,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",11335268.0
Ng'bthg,album,45,['Ngọt'],1,318953,False,5Lqxs8eLo9yMTq0GP9H2tu,Bartender,36,5,2018-01-01,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",1800352.0
Gieo,album,51,['Ngọt'],1,198222,False,0ON38MgDpAMcRC9ULx7NOf,Em Trong Đầu,35,5,2022-11-25,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",1651275.0
Gieo,album,51,['Ngọt'],1,228084,False,4av2EVm9R6KhtXjxKUGTW5,Đêm Hôm Qua,35,9,2022-11-25,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",1230341.0
3 (tuyển tập nhạc Ngọt mới trẻ sôi động 2019),album,49,['Ngọt'],1,216899,False,4jee49YwJGT8HAPxBF6jcx,MÀU (đen trắng),34,1,2019-06-10,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",1488262.0
Ng'bthg,album,45,['Ngọt'],1,315390,False,0kvsIaaf2ovH92jPOVFAEU,Một Ngày Không Mưa,34,8,2018-01-01,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",1718033.0
Gieo,album,51,['Ngọt'],1,207516,False,06mzDTYkBVBfWlzinhom9I,Gieo,33,10,2022-11-25,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",970544.0
3 (tuyển tập nhạc Ngọt mới trẻ sôi động 2019),album,49,['Ngọt'],1,217113,False,7dh4M8CZKSRZV9QZc26Lmk,MẾU MÁO (T.T),33,2,2019-06-10,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",1528551.0
3 (tuyển tập nhạc Ngọt mới trẻ sôi động 2019),album,49,['Ngọt'],1,247873,False,4cbqBy30awUz6PTUuJPuXT,CHUÔNG BÁO THỨC (sáng rồi),33,5,2019-06-10,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",1294731.0
3 (tuyển tập nhạc Ngọt mới trẻ sôi động 2019),album,49,['Ngọt'],1,245819,False,2kALQoFlKxSaerOCFB1vdm,(tôi) ĐI TRÚ ĐÔNG,32,10,2019-06-10,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",1318896.0
Ngọt,album,40,['Ngọt'],1,217533,False,6jdvtVKYwcq2zAme6TdlMe,Vì Ai,32,1,2016-03-16,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",1122951.0
Ngọt,album,40,['Ngọt'],1,205387,False,0ilvTmunirTUtWEXOqDWbW,Be Cool,32,4,2016-03-16,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",1038805.0
3 (tuyển tập nhạc Ngọt mới trẻ sôi động 2019),album,49,['Ngọt'],1,165313,False,1PSh36KndmbELCffSBHDhB,VÉ ĐI THIÊN ĐƯỜNG (một chiều),32,9,2019-06-10,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",1535811.0
Suýt 2,single,37,['Ngọt'],1,260000,False,0PXSP62bAnauf2JZ65ODbH,08 Leo Đèo,31,3,2024-08-30,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",384842.0
Ngọt,album,40,['Ngọt'],1,305510,False,5xlYF0wM0Ks0ZrTphxuFYO,Drama Queen,31,10,2016-03-16,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",946387.0
Em Trang Trí,single,22,['Ngọt'],1,165976,False,2LX16d9LWQxmlUiOfxHKYO,Em Trang Trí,31,1,2021-12-19,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",6292625.0
Suýt 2,single,37,['Ngọt'],1,239568,False,1zJDyjU4chcAfLQn65F0PV,07 Chiều Hồ Tây,31,2,2024-08-30,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",374330.0
Ng'bthg,album,45,['Ngọt'],1,219320,False,5LJNzbA1KfhQufbYMn0HJu,Kho Báu,31,3,2018-01-01,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",926684.0
Tìm Người Nhà,single,21,['Ngọt'],1,234639,False,7kKja8hkplsT0i8Qnw1HQc,Tìm Người Nhà,31,1,2020-06-08,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",1103071.0
Ngọt,album,40,['Ngọt'],1,244574,False,4mTz6mQs2GFjLsxzvUJqaF,Không Làm Gì,31,9,2016-03-16,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",1122451.0
3 (tuyển tập nhạc Ngọt mới trẻ sôi động 2019),album,49,['Ngọt'],1,276859,False,5FJs0VIIGdFZ1qc692PG9w,(bé),30,11,2019-06-10,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",977458.0
Ng'bthg,album,45,['Ngọt'],1,310594,False,1G57N74cU7pqMPdxLLyzq0,Mèo Hoang,30,6,2018-01-01,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",758184.0
Gieo,album,51,['Ngọt'],1,100202,False,2pWZBXOWnS6XkoRPjbpzJC,Chào Buổi Sáng,29,6,2022-11-25,"['v-pop', 'vietnamese hip hop', 'vietnam indie']",749066.0
Cause I Love You,single,39,['Noo Phước Thịnh'],1,285333,False,5vODf231esazyTFBRN6Tdc,Cause I Love You,49,1,2016-03-23,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",5818221.0
Thương Em Là Điều Anh Không Thể Ngờ,single,37,['Noo Phước Thịnh'],1,308458,False,2gT5LL3uRANxvvmDxaULbQ,Thương Em Là Điều Anh Không Thể Ngờ,47,1,2018-12-18,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",13607192.0
Yêu Phải Như Vậy,single,35,"['Noo Phước Thịnh', 'Làn Sóng Xanh', 'Châu Đăng Khoa']",1,239076,False,5RMEGyua7W8k0jJ9lzVnuy,Yêu Phải Như Vậy,45,1,2025-01-21,"['v-pop', 'vinahouse', 'vietnamese hip hop', 'vietnamese lo-fi']",343276.0
Yêu Một Người Sao Buồn Đến Thế,single,35,['Noo Phước Thịnh'],1,299028,False,4qUO7AEWP9VaCDCmiQCdWO,Yêu Một Người Sao Buồn Đến Thế,45,1,2020-10-27,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",6627163.0
GALA NHẠC VIỆT TẾT 2024 - NĂM MỚI RỰC RỠ,album,44,['Noo Phước Thịnh'],1,175720,False,4JmlspuBDhau67MpmWNc0P,Về Nhà Thôi Nhé,45,3,2024-01-17,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",816957.0
Khổ Quá Thì Về Mẹ Nuôi,single,34,"['Noo Phước Thịnh', 'Phát Huy T4']",1,207784,False,6P0tIu2103dVkugZmnzipm,Khổ Quá Thì Về Mẹ Nuôi,44,1,2025-01-07,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",474394.0
Noo Phước Thịnh Tuyển Tập (Vol.3),compilation,35,['Noo Phước Thịnh'],1,237279,False,6mJgBB00vxStGMRb4AYoYh,Giai Điệu Mùa Xuân,42,7,2019-02-15,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",1051973.0
Em Đã Thương Người Ta Hơn Anh,single,31,['Noo Phước Thịnh'],1,291781,False,2dpLkJ0HXFXPJw9qvJh5n4,Em Đã Thương Người Ta Hơn Anh,41,1,2020-09-09,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",7122373.0
Những Kẻ Mộng Mơ,single,31,['Noo Phước Thịnh'],1,253775,False,7fFvPlrcO79gXfErRuqaoC,Những Kẻ Mộng Mơ,41,1,2018-10-19,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",6792565.0
Mãi Mãi Bên Nhau,single,31,['Noo Phước Thịnh'],1,268437,False,3B8BsHqwDa0mYDq2uSo0DJ,Mãi Mãi Bên Nhau,41,1,2014-10-21,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",4516809.0
Noo Phước Thịnh Tuyển Tập (Vol.5),compilation,33,['Noo Phước Thịnh'],1,278783,False,6bGglvGGe63WQqI0uvYUVy,Giá Như,39,4,2019-02-27,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",3387749.0
Hạnh Phúc Xuân Ngời,single,29,['Noo Phước Thịnh'],1,234540,False,2bCmM1oT89JOpA8EdDJ51g,Hạnh Phúc Xuân Ngời,39,1,2017-01-19,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",901736.0
Như Phút Ban Đầu,single,29,['Noo Phước Thịnh'],1,256000,False,2r2G9169qXx4b29f4xKot7,Như Phút Ban Đầu,39,1,2016-09-19,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",3872020.0
Gạt Đi Nước Mắt,single,28,"['Noo Phước Thịnh', 'Tonny Việt']",1,258861,False,5gVl7fFQ3PVJnP4u2o1xFS,Gạt Đi Nước Mắt (feat. Tonny Việt),37,1,2014-08-27,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",1163591.0
Phút Giây Gần Kề,single,27,['Noo Phước Thịnh'],1,172996,False,6CnPyAwaNIHrD6QnMxLUow,Phút Giây Gần Kề,37,1,2019-02-13,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",618968.0
Noo's Chill Night Ep3 - Chạm Khẽ Tim Anh Một Chút Thôi (Live Version),single,24,['Noo Phước Thịnh'],1,363178,False,2McMfGCL4ef96HBT977OsT,Noo's Chill Night Ep3 - Chạm Khẽ Tim Anh Một Chút Thôi - Live Version,34,1,2022-05-14,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",1048985.0
Gọi Tên Mùa Xuân,single,24,['Noo Phước Thịnh'],1,217967,False,5wCoEDWOx9PsZH5cjumNn2,Gọi Tên Mùa Xuân,34,1,2019-01-21,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",552864.0
Chờ Ngày Mưa Tan,single,25,"['Noo Phước Thịnh', 'Tonny Việt']",1,212388,False,6DdwwZGJtcELMCVi4vyaYQ,Chờ Ngày Mưa Tan (feat. Tonny Việt),34,1,2013-01-20,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",2853616.0
Gala Nhạc Việt 9: Chúc Tết Mọi Nhà,album,41,"['Hồ Ngọc Hà', 'Noo Phước Thịnh']",1,256680,False,7mX22iaiS8h3rRFiZTLNVa,Chúc Tết Mọi Nhà,35,1,2017-01-04,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",1468347.0
Noo Phước Thịnh Tuyển Tập (Vol.3),compilation,35,['Noo Phước Thịnh'],1,223448,False,4ILr2O0oKn4A4HixgpjTTi,Những Ngày Xuân Rực Rỡ,32,6,2019-02-15,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",489986.0
I'm Still Loving You,single,22,['Noo Phước Thịnh'],1,200000,False,7vJyCz6Q8AE13xfPo6iQAz,I'm Still Loving You,31,1,2019-11-13,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",5527239.0
cơn mưa băng giá (Live),single,19,['Noo Phước Thịnh'],1,280427,False,3W8bol0Q2PNETyu4pzYass,cơn mưa băng giá - Live,29,1,2006-01-01,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",365607.0
Noo Phước Thịnh Tuyển Tập (Vol.4),compilation,19,['Noo Phước Thịnh'],1,349373,False,3C878ZJ027l7bnhqjdWqzt,Xa Em,26,4,2019-02-15,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",923690.0
Noo Phước Thịnh Tuyển Tập (Vol.7),compilation,19,['Noo Phước Thịnh'],1,260728,False,5PI6LKez1uTX9mFUOeqjGx,Mất Em,26,1,2024-07-03,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",85926.0
Noo Phước Thịnh Tuyển Tập (Vol.2),compilation,19,"['Noo Phước Thịnh', 'Hồ Ngọc Hà']",1,262978,False,2t2UzFmLN1ezOQr8MwsAKF,Nỗi Nhớ Đầy Vơi,27,2,2019-02-15,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",1444918.0
Cause I Love You,single,39,['Noo Phước Thịnh'],1,283188,False,7ILgqu9UnhBKtYr0QTp6ZY,Cause I Love You - Instrumental,24,2,2016-03-23,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",162793.0
Noo Phước Thịnh Tuyển Tập (Vol.5),compilation,33,['Noo Phước Thịnh'],1,227760,False,7E5ttU5opWiE0UE2nFfVIX,Đổi Thay,25,8,2019-02-27,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",1115477.0
Chờ Ngày Mưa Tan,single,15,['Noo Phước Thịnh'],1,212351,False,5ya6riNB3PN7yjHHZSmjGP,Chờ Ngày Mưa Tan,24,2,2012-11-24,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",2853616.0
Gala Nhạc Việt Tết 2025,album,29,"['Noo Phước Thịnh', 'Phát Huy T4']",1,207784,False,4pn7w0UYKlKxgSXQXMheSS,Khổ Quá Thì Về Mẹ Nuôi,25,4,2025-01-10,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",474394.0
Noo Phước Thịnh Tuyển Tập (Vol.5),compilation,33,"['Noo Phước Thịnh', 'Tonny Việt']",1,256260,False,7uooJXRRcT1ZSfKnU8xYzD,Gạt Đi Nước Mắt (feat. Tonny Việt),25,5,2019-02-27,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",1741165.0
Noo Phước Thịnh Tuyển Tập (Vol.3),compilation,35,"['Noo Phước Thịnh', 'Lou Hoàng']",1,257604,False,5hJlMaE5xdRmHJDfS2Ji5z,Vị Quê Nhà (feat. Lou Hoàng),24,2,2019-02-15,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",257277.0
Thương Mấy Cũng Là Người Dưng,single,16,['Noo Phước Thịnh'],1,242815,False,1DVgO7oj54MkjCnFx5dqnZ,Thương Mấy Cũng Là Người Dưng,25,1,2017-03-28,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",474183.0
Dau Ba Cham,album,23,['Noo Phước Thịnh'],1,200013,False,12ELcefSxQUzPhhQOuHoaE,Lang Tham,26,1,2010-01-01,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",2860963.0
Gạt Đi Nước Mắt,single,28,['Noo Phước Thịnh'],1,246949,False,24RLJHyiZLNQvwqOVibXNs,Gạt Đi Nước Mắt - Ballad Version,24,2,2014-08-27,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",1741165.0
Đổi Thay,single,16,['Noo Phước Thịnh'],1,214778,False,58QVs9bN02QotACw9el1AQ,Hạnh Phúc Thoáng Qua,24,2,2015-07-10,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",2266004.0
Như Vậy Mãi Thôi,single,14,['Noo Phước Thịnh'],1,274692,False,0O1f2kX3i1leNv73FxXgiW,Như Vậy Mãi Thôi,23,1,2016-02-06,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",328087.0
Noo Phước Thịnh Tuyển Tập (Vol.3),compilation,35,['Noo Phước Thịnh'],1,262970,False,743x9Bri78Uta79kVWk1C4,Anh Cho Em Mùa Xuân,22,9,2019-02-15,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",52678.0
Đùa Anh Đau Đấy,single,13,['Noo Phước Thịnh'],1,246121,False,51tR2kSa5d7cjvpppKjgdS,Đùa Anh Đau Đấy,23,1,2024-07-16,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",197340.0
Really Love You,single,14,['Noo Phước Thịnh'],1,229000,False,1ulTkyKGXyEMUys8FOTAqx,Really Love You,23,1,2016-03-02,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",924496.0
Noo Phước Thịnh Tuyển Tập (Vol.5),compilation,33,['Noo Phước Thịnh'],1,252469,False,3c2RI09CLITIElRTZFXXbh,Giã Từ Trong Cơn Mưa,22,2,2019-02-27,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",298657.0
Noo Phước Thịnh Tuyển Tập (Vol.3),compilation,35,['Noo Phước Thịnh'],1,353436,False,4blRIgLGW0ATN9EKIDUeFi,Valentine Chờ,21,3,2019-02-15,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",332852.0
Ai Chung Tình Bằng Cô Đơn,single,13,"['Hồ Ngọc Hà', 'Noo Phước Thịnh']",1,241575,False,3Gm4qATcZlYka76kgCoJIn,Ai Chung Tình Bằng Cô Đơn,22,1,2023-05-23,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",421241.0
Ba Chấm,album,18,['Noo Phước Thịnh'],1,200013,False,0kSs9JYpJZVHKvkSQYwULG,Lặng Thầm,21,1,2010-03-09,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",2860963.0
Xin Lỗi Em,single,11,['Noo Phước Thịnh'],1,303621,False,21gNBKNKUh3G71z00HDcqK,Xin Lỗi Em,20,1,2012-07-13,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",584142.0
Dau Ba Cham,album,23,['Noo Phước Thịnh'],1,205733,False,6xfdyPHMPzwgCwKGAZSELF,Neu,21,5,2010-01-01,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",959767.0
Đổi Thay,single,11,['Noo Phước Thịnh'],1,227760,False,6ZUaNCDyVmKRvBRGKDDPBL,Đổi Thay,20,1,2010-01-01,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",1114838.0
Dau Ba Cham,album,23,['Noo Phước Thịnh'],1,259506,False,2OctTgfM2ucj6npvq0cREW,Biet Ly,20,3,2010-01-01,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",632536.0
Noo Phước Thịnh Tuyển Tập (Vol.3),compilation,35,['Noo Phước Thịnh'],1,207664,False,245IqhzYjuHaCLlyMiCwb0,Xuân Ca,19,11,2019-02-15,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",88148.0
Chúc Tết Mọi Nhà (feat. Noo Phước Thịnh),single,11,"['Hồ Ngọc Hà', 'Noo Phước Thịnh']",1,253441,False,74bsZnXDo2BKMeFJcEPLb9,Chúc Tết Mọi Nhà (feat. Noo Phước Thịnh),20,1,2017-01-18,"['v-pop', 'vinahouse', 'vietnamese lo-fi']",1468347.0
Inner Me,album,30,['Vũ Cát Tường'],1,236000,False,3yQdutUPxvuZfdIbR81BJk,Có Người,39,1,2019-11-30,"['v-pop', 'vietnam indie']",8913701.0
Cô Gái Ngày Hôm Qua,single,28,['Vũ Cát Tường'],1,315952,False,22IXy1do1ScS3RZNea8AsN,Cô Gái Ngày Hôm Qua,38,1,2017-01-01,"['v-pop', 'vietnam indie']",2988318.0
Một Triệu Năm Ánh Sáng,single,30,['Vũ Cát Tường'],1,228000,False,0O15H1CM5JEPITLh6rPzDR,Hành Tinh Ánh Sáng,35,1,2020-01-01,"['v-pop', 'vietnam indie']",3299662.0
Stardom,album,27,['Vũ Cát Tường'],1,254549,False,0s7wXifcEHCo9OgELbNv8d,If,34,7,2018-10-18,"['v-pop', 'vietnam indie']",5870446.0
Vi Nhất,single,28,['Vũ Cát Tường'],1,252500,False,4psVeZHf4O6MObNYF94E3p,Vô Cực,34,2,2023-11-28,"['v-pop', 'vietnam indie']",495403.0
Cần Lắm,single,21,"['Tra My', 'Vũ Cát Tường']",1,327342,False,0YCP2LA8NIpKivDeqEqPjx,Cần Lắm (feat. Vũ Cát Tường),29,3,2019-04-10,"['v-pop', 'vinahouse', 'vietnam indie']",1026162.0
Có Người,single,19,['Vũ Cát Tường'],1,236000,False,2sJZUN3ymHgsLCqGCbszBJ,Có Người,29,1,2019-11-06,"['v-pop', 'vietnam indie']",8913701.0
Một Triệu Năm Ánh Sáng,single,30,['Vũ Cát Tường'],1,235932,False,6VoAJATRRwSTo7eaQkDRrC,Tìm Hành Tinh Khác,29,2,2020-01-01,"['v-pop', 'vietnam indie']",2709516.0
Giải mã,album,47,['Vũ Cát Tường'],1,198631,False,0fqFygWkyZWScsPF9P3Qli,Đông,28,8,2014-01-01,"['v-pop', 'vietnam indie']",571083.0
Don't You Go,single,19,['Vũ Cát Tường'],1,241968,False,2YeVMYXg9dY0YYxlSXnXLU,Don't You Go,28,1,2016-01-01,"['v-pop', 'vietnam indie']",435780.0
Inner Me,album,24,['Vũ Cát Tường'],1,236000,False,5pf3f5rhtUnZ1PeTcHKVdz,Có Người,28,1,2019-11-30,"['v-pop', 'vietnam indie']",8913701.0
